Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,AHP STATIONS HAAGEN 2,1501 NE 131st Ave,,Vancouver,WA,98684,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.633264,-122.536477,2024-08-29,194316,2024-08-29 01:39:55 UTC,,,,2021-08-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Clearwater Casino 01 - 04,15347 Suquamish Way Northeast,,Suquamish,WA,98392,,888-264-2208,E,,Public,Mon 11:00pm - 10:59pm; Tue 11:00pm - 10:59pm; Wed 11:00pm - 10:59pm; Thu 11:00pm - 10:59pm; Fri 11:00pm - 10:59pm; Sat 11:00pm - 10:59pm; Sun 11:00pm - 10:59pm,,,,,,4,,,Volta,https://voltacharging.com/,GPS,47.713073982,-122.569902338,2024-08-27,194586,2024-08-27 03:24:48 UTC,,,,2021-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,1217 STATE SATURNA 01,1217 N State St,Against the building .,Bellingham,WA,98225,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.747824,-122.478347,2024-08-29,194653,2024-08-29 01:40:15 UTC,,,,2021-08-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HUB Garage,19235 International Boulevard,,Seattle,WA,98188,,800-663-5633,E,,Public,24 hours daily,,,,,,44,,,Blink Network,http://www.blinkcharging.com/,GPS,47.43001676,-122.2961501,2024-08-29,194709,2024-08-29 00:19:52 UTC,,,,2019-08-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$1.00/Hr Variable Parking Fee, $0.15/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false,
ELEC,531608  UW Tacoma C17 Garage,1717 Market Street,,Tacoma,WA,98402,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2464713,-122.4396442,2024-08-29,194710,2024-08-29 00:10:50 UTC,,,,2019-01-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Light House Park,609 Front Street,,Mukilteo,WA,98275,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.9487555,-122.3062009,2024-08-29,194789,2024-08-29 00:16:33 UTC,,,,2018-07-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Main Street #5,Main & 6th Streets.,,Edmonds,WA,98020,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8105149,-122.3748742,2024-08-29,194790,2024-08-29 00:12:38 UTC,,,,2019-04-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Willows A,11431 Willows Road,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.70340520000001,-122.15378520000002,2024-08-29,194791,2024-08-29 00:21:08 UTC,,,,2012-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.75/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Sequim City/ Clallam PUD,150 N. Govan Ave,,Sequim,WA,98382,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,48.07988782,-123.097497,2024-08-29,194793,2024-08-29 00:16:28 UTC,,,,2019-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Vancouver, WA #11653",6708 NE 63rd St,,Vancouver,WA,98661,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,45.6679357,-122.6039051,2024-08-29,194808,2024-08-29 00:19:23 UTC,,,,2011-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Kent,24437 Russell Road,,Kent,WA,98032,,855-900-7584,E,,Public,24 hours daily,,,,,,4,2,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.381517,-122.26211,2024-08-29,194916,2024-08-29 02:57:11 UTC,,,,2021-09-02,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SNOQUALMIE CITY FALLS AVE,8125 Falls Ave SE,,Snoqualmie,WA,98065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.527683,-121.8237,2024-08-29,194942,2024-08-29 01:41:28 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SNOQUALMIE CITY COMMUNITY LOT,35016 SE Ridge St,In center of parking lot,Snoqualmie,WA,98065,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.532721,-121.873105,2024-08-29,194943,2024-08-29 01:41:28 UTC,,,,2021-09-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Shoalwater Bay Casino,4112 State Route 105,,Grayland,WA,98590,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,46.7250165,-124.0206708,2024-08-29,194995,2024-08-29 00:08:54 UTC,,,,2018-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Hotel lndigo Everett,1028 13th Street,,Everett,WA,98201,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,48.0000028,-122.2146431,2024-08-29,195057,2024-08-29 00:16:26 UTC,,,,2019-06-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.35/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Waitsburg,128 Coppei Avenue,,Waitsburg,WA,99361,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,46.2707488,-118.1532507,2024-08-29,195058,2024-08-29 00:18:21 UTC,,,,2019-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,1203 Parking Lot,1203 26th Street,,Anacortes,WA,98221,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.5012896,-122.6152529,2024-08-29,195114,2024-08-29 00:23:16 UTC,,,,2014-12-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.70/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Bothell, WA #6614",20812 Bothell-Everett Hwy,,Bothell,WA,98201,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.808371,-122.208706,2024-08-29,195115,2024-08-29 00:19:22 UTC,,,,2015-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,531606  Willows Commerce Park - DigiPen,9931 Willows Road,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.688818,-122.150315,2024-08-29,195116,2024-08-29 00:10:44 UTC,,,,2019-01-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.25/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,929 Office Tower,929 108th Avenue NE,,Bellevue,WA,98004,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.618317,-122.1969022,2024-08-29,195117,2024-08-29 00:08:42 UTC,,,,2021-09-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Sunset North,3100 139th Avenue Southeast,,Bellevue,WA,98005,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.582405,-122.153989,2024-08-29,195119,2024-08-29 00:06:48 UTC,,,,2018-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,431602  Kinects Tower - 1823 Minor Avenue,1823 Minor Avenue,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6171782,-122.3313731,2024-08-29,195120,2024-08-29 00:08:41 UTC,,,,2018-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Queen Anne Square,200 West Mercer Street,,Seattle,WA,98119,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6246042,-122.3593182,2024-08-29,195123,2024-08-29 00:19:37 UTC,,,,2012-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$3.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Washington State Convention Center Parking Garage,705 Pike ST,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.611378281765,-122.3314401402,2024-08-29,195124,2024-08-29 00:28:21 UTC,,,,2016-07-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Bremerton, WA #5912",3333 Wheaton Way,,Bremerton,WA,98310,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5944743,-122.6294686,2024-08-29,195126,2024-08-29 00:19:22 UTC,,,,2021-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Lacey, WA #6917",8333 Martin Way East,,Lacey,WA,98516,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.056479,-122.762767,2024-08-29,195132,2024-08-29 00:19:22 UTC,,,,2011-12-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Cornerstone,4501 Intelco Loop SE,,Lacey,WA,98503,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.0001351,-122.8280101,2024-08-29,195133,2024-08-29 00:16:30 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Kalaloch Lodge,157151 Hwy 101,,Forks,WA,98331,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6055171,-124.3715566,2024-08-29,195135,2024-08-29 00:06:57 UTC,,,,2018-01-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,Olympic National Park,,,,false,
ELEC,Willows Building D,12034 134th Court Northeast,,Redmond,WA,98052,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7088267,-122.1601307,2024-08-29,195247,2024-08-29 00:27:02 UTC,,,,2021-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Blue Lot,"712 Nollmeyer Lane, Tacoma, WA",,Tacoma,WA,98405,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.2535492,-122.4469825,2024-08-29,195253,2024-08-29 00:16:29 UTC,,,,2018-11-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Hotel Cathlamet Rear Parking Lot,69 Main Street,,Cathlamet,WA,98612,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,46.2025755,-123.3841695,2024-08-29,195256,2024-08-29 00:06:50 UTC,,,,2021-09-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.00/Hr Parking Fee , $0.08/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false,
ELEC,431004  The Reserve at CTC,600 Southeast 177th Avenue,,Vancouver,WA,98683,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,45.6183882,-122.4917385,2024-08-29,195257,2024-08-29 00:08:57 UTC,,,,2019-03-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"531632 MR Creekside, LLC",20311 52nd Avenue West,,Lynnwood,WA,98036,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.8142359,-122.3016909,2024-08-29,195284,2024-08-29 00:10:53 UTC,,,,2018-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$2.00/Hr Variable Parking Fee, $0.00-$0.11/kWh Variable Energy Fee",,,,,,,,,,,,,,,,,,,false,
ELEC,"Walgreens - Mercer Island, WA #3733",7707 SE 27th St,,Mercer Island,WA,98040,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5866676,-122.2340887,2024-08-29,195288,2024-08-29 00:19:21 UTC,,,,2015-05-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,531616 - Marion & Minor Garage,1101 Madison Street,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6091997,-122.3241094,2024-08-29,195289,2024-08-29 00:12:22 UTC,,,,2018-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,450 Alaskan Garage,450 Alaskan Way,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5987016,-122.3351902,2024-08-29,195292,2024-08-29 00:07:01 UTC,,,,2021-09-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,192nd West Lofts,2220 Southeast 192nd Avenue,,Camas,WA,98607,,800-663-5633,E,,Public,24 hours daily,,,,,,11,,,Blink Network,http://www.blinkcharging.com/,GPS,45.6040109,-122.4757978,2024-08-29,195386,2024-08-29 00:18:08 UTC,,,,2019-05-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,City Hall,625 S College Ave,,College Place,WA,99324,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,46.0427838,-118.3869759,2024-08-29,195412,2024-08-29 00:20:05 UTC,,,,2020-03-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Plaza East,11100 Northeast 8th Street,,Bellevue,WA,98004,,800-663-5633,E,,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6177789,-122.1915562,2024-08-29,195413,2024-08-29 00:25:19 UTC,,,,2021-09-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$1.50/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,"Port of Seattle, Fishermen\'s Terminal, West Wall BLDG",4005 20th Avenue West,,Seattle,WA,98199,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.65588111,-122.3827633,2024-08-29,195414,2024-08-29 00:06:53 UTC,,,,2017-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$4.50/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,531613 - 1000-1100 Dexter Avenue N,1000 Dexter Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6283848,-122.3418983,2024-08-29,195415,2024-08-29 00:06:59 UTC,,,,2011-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$15.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Sidneysea LLC - Brazil,400 9th Avenue North,,Seattle,WA,98109,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6228746,-122.3394194,2024-08-29,195416,2024-08-29 00:18:22 UTC,,,,2021-09-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Gateway Transit Center,123 East Front Street,,Port Angeles,WA,98362,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,48.1197291,-123.4322999,2024-08-29,195417,2024-08-29 00:06:46 UTC,,,,2017-09-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,Olympic National Park,,,,false,
ELEC,505 First Garage,505 1st Avenue South,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,15,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5974244,-122.3347174,2024-08-29,195418,2024-08-29 00:07:01 UTC,,,,2021-09-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Canyon Park Office Center,22232 17th Avenue Southeast,,Bothell,WA,98021,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7953945,-122.2116571,2024-08-29,195495,2024-08-29 00:16:22 UTC,,,,2018-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,1007 Stewart Street/ service decline,1007 Stewart Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6163395,-122.3330877,2024-08-29,195496,2024-08-29 00:14:39 UTC,,,,2016-11-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,"531603 701 Pike Street (Seattle), LLC",701 Pike Street,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6115019,-122.3329014,2024-08-29,195497,2024-08-29 00:07:02 UTC,,,,2018-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Starbucks Center Main Parking Lot,2401 Utah Avenue South,,Seattle,WA,98134,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.581142,-122.3357333,2024-08-29,195498,2024-08-29 00:25:36 UTC,,,,2021-05-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$2.25/Hr Variable Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,La Quinta Burlington,1670 S. Burlington Blvd,,Burlington,WA,98233,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,48.454081,-122.334149,2024-08-29,195545,2024-08-29 00:23:31 UTC,,,,2018-11-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.00/Hr Parking Fee , $0.20/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false,
ELEC,LQ Maryville,11430 38th Drive Northeast,,Marysville,WA,98271,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,48.09885,-122.17922,2024-08-29,195546,2024-08-29 00:21:53 UTC,,,,2020-02-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,The Corydon,"5101 25th Ave NE,",,Seattle,WA,98105,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.618848,-122.3467506,2024-08-29,195549,2024-08-29 00:21:43 UTC,,,,2019-06-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.20/kWh Energy Fee,,,,,,,,,,,,,,,,,,,false,
ELEC,Waterfront Place,1011 Western Avenue,,Seattle,WA,98104,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6044756,-122.3378981,2024-08-29,195550,2024-08-29 00:23:46 UTC,,,,2019-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,531609  Pierce County Annex,2401 South 35th Street,,Tacoma,WA,98409,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,47.22830373,-122.4675536,2024-08-29,195555,2024-08-29 00:12:28 UTC,,,,2019-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,Columbia Center Building,1115 SE 164th Avenue,,Vancouver,WA,98683,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,45.613275,-122.50409,2024-08-29,195716,2024-08-29 00:20:39 UTC,,,,2021-09-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Quillayute River Resort,473 Mora Rd,,Forks,WA,98331,,360-374-7447,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,2,,,Non-Networked,,GPS,47.9148059463057,-124.544494766543,2023-06-12,196041,2024-01-31 22:07:01 UTC,P,,,2021-09-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,Free for guests; $10 per session for non-guests,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EZstop Kalama Waterfront,215 N Hendrickson Dr,,Kalama,WA,98625,,503-257-6111,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,2,,Non-Networked,,GPS,46.0039829278164,-122.845311463165,2023-06-12,196042,2024-01-31 22:07:01 UTC,P,,,2021-09-11,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARK,,,,,,,$0.50 per session + $0.45 per kWh,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,COLLEGE HALL CROSBY HOUSE,508 E Sharp Ave,Parking Lot,Spokane,WA,99258,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.669317,-117.402327,2024-08-29,196377,2024-08-29 01:43:09 UTC,,,,2021-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TPS FACILITIES BROWNS POINTE 2,1526 51st St NE,,Tacoma,WA,98422,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.30283,-122.424971,2024-08-29,196578,2024-08-29 01:39:10 UTC,,,,2021-10-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Schoolhouse District,13205 NE 175th St.,,Woodinville,WA,98072,,888-998-2546,E,,Public,24 hours daily,,,,,,10,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7534858,-122.1629554,2024-08-29,197049,2024-08-29 00:11:53 UTC,,,,2021-10-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Geo Apartments,17990 Midvale Avenue North,,Shoreline,WA,98133,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7592911,-122.3448427,2024-08-29,197153,2024-08-29 00:27:09 UTC,,,,2020-03-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false,
ELEC,IBEW Local 191,306 Anderson Rd,,Mt. Vernon,WA,98273,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,48.3990120273125,-122.333582969284,2023-08-10,197436,2024-01-31 22:07:01 UTC,P,,,2021-10-04,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
